page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
248430,Shingo Wol (New Earth),\/wiki\/Shingo_Wol_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,2,1987,1987
129681,Spaulding (New Earth),\/wiki\/Spaulding_(New_Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,2,"1987, September",1987
346638,Ulysses Trevor (New Earth),\/wiki\/Ulysses_Trevor_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,2,"1987, October",1987
3825,William Schmitz (New Earth),\/wiki\/William_Schmitz_(New_Earth),,Good Characters,,Grey Hair,Male Characters,,Living Characters,2,"1987, August",1987
3657,Wizened Sage (New Earth),\/wiki\/Wizened_Sage_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,1987,1987
331470,Benjamin Lindgren (New Earth),\/wiki\/Benjamin_Lindgren_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,2,"1986, May",1986
189517,Caitiff (New Earth),\/wiki\/Caitiff_(New_Earth),Public Identity,Neutral Characters,White Eyes,Brown Hair,Male Characters,,Deceased Characters,2,"1986, March",1986
27557,Dropded (New Earth),\/wiki\/Dropded_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,"1986, June",1986
213358,Jose Montez (New Earth),\/wiki\/Jose_Montez_(New_Earth),,,,Black Hair,Male Characters,,Living Characters,2,"1986, September",1986
215027,Luri Hoshid (New Earth),\/wiki\/Luri_Hoshid_(New_Earth),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,2,"1986, May",1986
253124,Makaira (New Earth),\/wiki\/Makaira_(New_Earth),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,2,"1986, February",1986
331469,Martin Kramer (New Earth),\/wiki\/Martin_Kramer_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,2,"1986, May",1986
161468,Nelson Mandutu (New Earth),\/wiki\/Nelson_Mandutu_(New_Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,2,"1986, August",1986
303696,Rasa Nekroy (New Earth),\/wiki\/Rasa_Nekroy_(New_Earth),,Good Characters,,,,,Living Characters,2,1986,1986
183511,Bonfire (New Earth),\/wiki\/Bonfire_(New_Earth),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,2,"1985, August",1985
130105,Mustapha Maksai (New Earth),\/wiki\/Mustapha_Maksai_(New_Earth),,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,"1985, January",1985
180760,Peter Lomax (New Earth),\/wiki\/Peter_Lomax_(New_Earth),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,"1985, April",1985
337485,Prince Ruby (New Earth),\/wiki\/Prince_Ruby_(New_Earth),Public Identity,Good Characters,Red Eyes,Red Hair,Male Characters,,Living Characters,2,"1985, July",1985
183776,Ten of Spades VIII (New Earth),\/wiki\/Ten_of_Spades_VIII_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,1,"2010, March",2010
162339,Thulka Re (New Earth),\/wiki\/Thulka_Re_(New_Earth),,Good Characters,Yellow Eyes,,Male Characters,,Deceased Characters,1,"2010, May",2010
211545,Tin Bib (New Earth),\/wiki\/Tin_Bib_(New_Earth),Secret Identity,,,,Male Characters,,Living Characters,1,"2010, December",2010
211541,Toxic Tucker (New Earth),\/wiki\/Toxic_Tucker_(New_Earth),Secret Identity,,,,Male Characters,,Living Characters,1,"2010, December",2010
211789,Two-Ton Ted (New Earth),\/wiki\/Two-Ton_Ted_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,"2010, December",2010
159043,Vivienne (New Earth),\/wiki\/Vivienne_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,1,"2010, February",2010
177751,Walter Steele (New Earth),\/wiki\/Walter_Steele_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,1,"2010, August",2010
211564,Yellow Peril (New Earth),\/wiki\/Yellow_Peril_(New_Earth),Secret Identity,,,,Male Characters,,Living Characters,1,"2010, December",2010
189331,Zvvireel (New Earth),\/wiki\/Zvvireel_(New_Earth),,Good Characters,,,Male Characters,,Deceased Characters,1,"2010, December",2010
312406,Adam Bomb (New Earth),\/wiki\/Adam_Bomb_(New_Earth),,Bad Characters,Blue Eyes,,Male Characters,,Living Characters,1,"2009, June",2009
303707,Airam Sappal (New Earth),\/wiki\/Airam_Sappal_(New_Earth),,Good Characters,,,Female Characters,,Deceased Characters,1,"2009, January",2009
334432,Alvin Tanner (New Earth),\/wiki\/Alvin_Tanner_(New_Earth),Public Identity,Good Characters,Brown Eyes,,Male Characters,,Living Characters,1,"2009, March",2009
345830,Antinus (New Earth),\/wiki\/Antinus_(New_Earth),Public Identity,Good Characters,,Brown Hair,Female Characters,,Deceased Characters,1,"2009, August",2009
314886,Barbara Lane (New Earth),\/wiki\/Barbara_Lane_(New_Earth),,Good Characters,,Black Hair,Female Characters,,Living Characters,1,"2009, June",2009
138177,Batman Jones (New Earth),\/wiki\/Batman_Jones_(New_Earth),,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1,"2009, July",2009
210225,Big Don Drummond (New Earth),\/wiki\/Big_Don_Drummond_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,"2009, August",2009
215345,Blockbuster IV (New Earth),\/wiki\/Blockbuster_IV_(New_Earth),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,1,"2009, August",2009
155089,Boneblaster (New Earth),\/wiki\/Boneblaster_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,"2009, August",2009
182035,Three of Spades III (New Earth),\/wiki\/Three_of_Spades_III_(New_Earth),,Bad Characters,,,Male Characters,,Deceased Characters,1,"2009, October",2009
15956,Crackle (New Earth),\/wiki\/Crackle_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,"1998, May",1998
184570,Dark (New Earth),\/wiki\/Dark_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,1,"1998, December",1998
345481,Dimita (New Earth),\/wiki\/Dimita_(New_Earth),,,,Black Hair,Female Characters,,Living Characters,1,"1998, October",1998
283548,Kid Emotion (New Earth),\/wiki\/Kid_Emotion_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1,"1998, February",1998
243954,Manx (New Earth),\/wiki\/Manx_(New_Earth),Secret Identity,Good Characters,,,Female Characters,,Deceased Characters,1,"1998, July",1998
127411,Michael Patten (New Earth),\/wiki\/Michael_Patten_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1,"1998, October",1998
243964,Mister Action (New Earth),\/wiki\/Mister_Action_(New_Earth),Secret Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,1,"1998, July",1998
184083,Peter Malley (New Earth),\/wiki\/Peter_Malley_(New_Earth),Secret Identity,Bad Characters,Black Eyes,,Male Characters,,Living Characters,1,"1998, January",1998
304309,Phantos (New Earth),\/wiki\/Phantos_(New_Earth),,Good Characters,Red Eyes,,,,Deceased Characters,1,"1998, December",1998
265509,Pom Pom Girl (New Earth),\/wiki\/Pom_Pom_Girl_(New_Earth),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,1,"1998, May",1998
265508,Prom Queen (New Earth),\/wiki\/Prom_Queen_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,1,"1998, May",1998
192562,Radiant II (New Earth),\/wiki\/Radiant_II_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,"1998, May",1998
7588,Retro (New Earth),\/wiki\/Retro_(New_Earth),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,1,"1998, February",1998
139771,Rip Roar (New Earth),\/wiki\/Rip_Roar_(New_Earth),Public Identity,Bad Characters,Red Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,1,"1998, October",1998
205398,Robert Smith (New Earth),\/wiki\/Robert_Smith_(New_Earth),,Good Characters,,Grey Hair,Male Characters,,Living Characters,1,"1998, February",1998
15897,Sharpe (New Earth),\/wiki\/Sharpe_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,1,"1998, May",1998
345478,Simone (New Earth),\/wiki\/Simone_(New_Earth),,,,,Female Characters,,Living Characters,1,"1998, September",1998
243958,Song Bird (New Earth),\/wiki\/Song_Bird_(New_Earth),Secret Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,1,"1998, July",1998
194082,Termina (New Earth),\/wiki\/Termina_(New_Earth),,Bad Characters,,,Female Characters,,Deceased Characters,1,"1998, June",1998
15826,Thaddeus Hoskins (New Earth),\/wiki\/Thaddeus_Hoskins_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,"1998, December",1998
193622,3g4 (New Earth),\/wiki\/3g4_(New_Earth),,Good Characters,,,Male Characters,,Deceased Characters,1,"1997, October",1997
220137,Aimee DeWitt (New Earth),\/wiki\/Aimee_DeWitt_(New_Earth),Public Identity,,,Brown Hair,Female Characters,,Living Characters,1,"1997, July",1997
351335,Althesia (New Earth),\/wiki\/Althesia_(New_Earth),,Good Characters,,Brown Hair,Female Characters,,Living Characters,1,"1997, July",1997
309400,Andrea Martinez (New Earth),\/wiki\/Andrea_Martinez_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,1,"1997, October",1997
128330,Andrew McFee (New Earth),\/wiki\/Andrew_McFee_(New_Earth),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Deceased Characters,1,"1997, October",1997
344609,Ariadne of the Blue Guard (New Earth),\/wiki\/Ariadne_of_the_Blue_Guard_(New_Earth),,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,1,"1997, July",1997
172057,AWOL (New Earth),\/wiki\/AWOL_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,"1997, March",1997
183481,Bloodhound (New Earth),\/wiki\/Bloodhound_(New_Earth),,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,"1997, March",1997
315434,David Mancini (New Earth),\/wiki\/David_Mancini_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,1,1997,1997
184598,Deathgrip (New Earth),\/wiki\/Deathgrip_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,1,"1997, March",1997
130968,Dell Merriwether (New Earth),\/wiki\/Dell_Merriwether_(New_Earth),,Bad Characters,,,Male Characters,,Deceased Characters,1,"1997, October",1997
110534,Donald Sullivan (New Earth),\/wiki\/Donald_Sullivan_(New_Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,1,"1997, January",1997
128375,Earl Povich (New Earth),\/wiki\/Earl_Povich_(New_Earth),,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,1,1997,1997
186154,Fangg (Post-Zero Hour),\/wiki\/Fangg_(Post-Zero_Hour),,Bad Characters,,,Male Characters,,Living Characters,1,"1997, June",1997
283028,Franklin Pierce (New Earth),\/wiki\/Franklin_Pierce_(New_Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,1,"1997, September",1997
203443,Hannibal Hawk (New Earth),\/wiki\/Hannibal_Hawk_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,1,1997,1997
263716,Hathak (New Earth),\/wiki\/Hathak_(New_Earth),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,"1997, December",1997
145342,Hector Ramirez (New Earth),\/wiki\/Hector_Ramirez_(New_Earth),Secret Identity,Good Characters,,,Male Characters,,Deceased Characters,1,"1997, April",1997
273686,Hoppy (New Earth),\/wiki\/Hoppy_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Pink Hair,Male Characters,,Living Characters,1,"1997, August",1997
187336,Inkling (New Earth),\/wiki\/Inkling_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,1,"1997, October",1997
131105,Isaac Fisher (New Earth),\/wiki\/Isaac_Fisher_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1,"1997, May",1997
110521,Jasper Dolan (New Earth),\/wiki\/Jasper_Dolan_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,1,"1997, September",1997
110535,Jimmy Murphy (New Earth),\/wiki\/Jimmy_Murphy_(New_Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,1,"1997, January",1997
110536,Kevin Kelly (New Earth),\/wiki\/Kevin_Kelly_(New_Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,1,"1997, January",1997
110542,Luca Mareli (New Earth),\/wiki\/Luca_Mareli_(New_Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,1,"1997, February",1997
353843,Mawu (New Earth),\/wiki\/Mawu_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,1,"1997, October",1997
110533,Mickey Sullivan (New Earth),\/wiki\/Mickey_Sullivan_(New_Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,1,"1997, January",1997
273695,Millie (New Earth),\/wiki\/Millie_(New_Earth),Public Identity,Good Characters,Blue Eyes,Pink Hair,Female Characters,,Living Characters,1,"1997, August",1997
321378,Mister Finish (New Earth),\/wiki\/Mister_Finish_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,1,"1997, September",1997
238763,Mister Frost (New Earth),\/wiki\/Mister_Frost_(New_Earth),,Bad Characters,Red Eyes,White Hair,Male Characters,,Living Characters,1,"1997, March",1997
127793,Nikolai Karpov (New Earth),\/wiki\/Nikolai_Karpov_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,1,"1997, March",1997
203434,Ohiyesa II (New Earth),\/wiki\/Ohiyesa_II_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,1,1997,1997
191975,Output (New Earth),\/wiki\/Output_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,1,"1997, September",1997
191977,Override (New Earth),\/wiki\/Override_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,1,"1997, September",1997
131200,Peter Ostine (New Earth),\/wiki\/Peter_Ostine_(New_Earth),,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,1,"1997, February",1997
309394,Richard Malverne (New Earth),\/wiki\/Richard_Malverne_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,1,"1997, January",1997
192772,Rockslide (Post-Zero Hour),\/wiki\/Rockslide_(Post-Zero_Hour),,Bad Characters,,,Male Characters,,Living Characters,1,"1997, June",1997
193125,Scareware (New Earth),\/wiki\/Scareware_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,1,"1997, June",1997
311157,Sergeant Mack (New Earth),\/wiki\/Sergeant_Mack_(New_Earth),,Good Characters,Blue Eyes,,Male Characters,,Living Characters,1,"1997, December",1997
91922,Silas Kent (New Earth),\/wiki\/Silas_Kent_(New_Earth),Public Identity,Good Characters,,White Hair,Male Characters,,Deceased Characters,1,"1997, August",1997
194075,Tattoo II (New Earth),\/wiki\/Tattoo_II_(New_Earth),,Bad Characters,,Blond Hair,Female Characters,,Living Characters,1,"1997, March",1997
332883,Topkick (New Earth),\/wiki\/Topkick_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,1,"1997, October",1997
194137,Twilight II (New Earth),\/wiki\/Twilight_II_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Female Characters,Homosexual Characters,Living Characters,1,"1997, November",1997
110640,Vincent Falcone (New Earth),\/wiki\/Vincent_Falcone_(New_Earth),Public Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,1,"1997, August",1997
279177,Ace of Clubs (Arcana) (New Earth),\/wiki\/Ace_of_Clubs_(Arcana)_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,"1996, August",1996
278562,Ace of Diamonds (Arcana) (New Earth),\/wiki\/Ace_of_Diamonds_(Arcana)_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,1,"1996, August",1996
279231,Ace of Hearts (Arcana) (New Earth),\/wiki\/Ace_of_Hearts_(Arcana)_(New_Earth),Secret Identity,Bad Characters,,Grey Hair,Female Characters,,Deceased Characters,1,"1996, August",1996
10574,Arashi Ohashi (New Earth),\/wiki\/Arashi_Ohashi_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,1,"1996, December",1996
183485,Bloodtype (New Earth),\/wiki\/Bloodtype_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,1,"1996, August",1996
138120,Cockatoo (New Earth),\/wiki\/Cockatoo_(New_Earth),,Bad Characters,,,Female Characters,,Deceased Characters,1,"1996, April",1996
192254,Curtis Falconer (New Earth),\/wiki\/Curtis_Falconer_(New_Earth),,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,1,"1996, August",1996
138106,Darkstorm (New Earth),\/wiki\/Darkstorm_(New_Earth),,Bad Characters,,,Male Characters,,Deceased Characters,1,"1996, April",1996
137799,Eckstein (New Earth),\/wiki\/Eckstein_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,1,"1996, March",1996
328807,Fong (New Earth),\/wiki\/Fong_(New_Earth),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,"1996, March",1996
138144,Ironbolt (New Earth),\/wiki\/Ironbolt_(New_Earth),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Deceased Characters,1,"1996, April",1996
188539,Karrion (New Earth),\/wiki\/Karrion_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,1,"1996, January",1996
63416,Michael Adams (New Earth),\/wiki\/Michael_Adams_(New_Earth),,,,,Male Characters,,Living Characters,1,"1996, October",1996
355989,Mindy Falconer (New Earth),\/wiki\/Mindy_Falconer_(New_Earth),Public Identity,Bad Characters,,Brown Hair,Female Characters,,Deceased Characters,1,"1996, September",1996
138392,Mink (New Earth),\/wiki\/Mink_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,1,"1996, April",1996
310616,Myst (New Earth),\/wiki\/Myst_(New_Earth),Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,1,"1996, August",1996
138394,Panzer (New Earth),\/wiki\/Panzer_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,1,"1996, April",1996
188997,Phillipe Mouton (New Earth),\/wiki\/Phillipe_Mouton_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,1,"1996, November",1996
192282,Poltergeist (New Earth),\/wiki\/Poltergeist_(New_Earth),,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,1,"1996, December",1996
110520,Richard Daniel (New Earth),\/wiki\/Richard_Daniel_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,1,"1996, December",1996
140662,Richard Dunston (New Earth),\/wiki\/Richard_Dunston_(New_Earth),,Bad Characters,,Red Hair,Male Characters,,Deceased Characters,1,"1996, August",1996
296889,Tarant (New Earth),\/wiki\/Tarant_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,1,"1996, August",1996
137794,Thrax (New Earth),\/wiki\/Thrax_(New_Earth),,Neutral Characters,,,Male Characters,,Deceased Characters,1,"1996, March",1996
367527,Wallace Johnson (New Earth),\/wiki\/Wallace_Johnson_(New_Earth),,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1,"1996, December",1996
194560,Wardog (New Earth),\/wiki\/Wardog_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,"1996, January",1996
186676,Abner Girdler (New Earth),\/wiki\/Abner_Girdler_(New_Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,"1995, October",1995
279465,Ace of Spades (Arcana) (New Earth),\/wiki\/Ace_of_Spades_(Arcana)_(New_Earth),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,1,"1995, July",1995
193321,Adrian Wentworth (New Earth),\/wiki\/Adrian_Wentworth_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,"1995, December",1995
269383,Adrian Zapruder (New Earth),\/wiki\/Adrian_Zapruder_(New_Earth),Public Identity,Neutral Characters,,White Hair,Male Characters,,Living Characters,1,"1995, March",1995
341968,Buna (New Earth),\/wiki\/Buna_(New_Earth),Public Identity,,Blue Eyes,Black Hair,Female Characters,,Living Characters,1,"1995, September",1995
196510,Chillblaine III (New Earth),\/wiki\/Chillblaine_III_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,1,"1995, January",1995
274606,Clay Irons (New Earth),\/wiki\/Clay_Irons_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1,1995,1995
286234,Doctor Spectron (New Earth),\/wiki\/Doctor_Spectron_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,"1995, November",1995
240102,Duality (New Earth),\/wiki\/Duality_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,1,"1995, May",1995
186178,Firebomb (New Earth),\/wiki\/Firebomb_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,1,"1995, April",1995
305284,Gaia (New Earth),\/wiki\/Gaia_(New_Earth),,Good Characters,,,Female Characters,,Living Characters,1,"1995, February",1995
131114,Herbert Johnson (New Earth),\/wiki\/Herbert_Johnson_(New_Earth),,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,"1995, August",1995
151520,Indigo (New Earth),\/wiki\/Indigo_(New_Earth),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,1,"1995, July",1995
197579,Kalibre (New Earth),\/wiki\/Kalibre_(New_Earth),,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,1,"1995, September",1995
119427,Killrok (New Earth),\/wiki\/Killrok_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,"1995, June",1995
189008,Lighter Man (New Earth),\/wiki\/Lighter_Man_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,"1995, April",1995
341796,Master Mayhem (New Earth),\/wiki\/Master_Mayhem_(New_Earth),,Bad Characters,,,Male Characters,,Deceased Characters,1,1995,1995
209171,Miles Duncan (New Earth),\/wiki\/Miles_Duncan_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,1,"1995, May",1995
190829,Mountain Man (New Earth),\/wiki\/Mountain_Man_(New_Earth),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,"1995, February",1995
190830,Mourn (New Earth),\/wiki\/Mourn_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,1,"1995, November",1995
128028,Onassis Sklar (New Earth),\/wiki\/Onassis_Sklar_(New_Earth),,,,Brown Hair,Male Characters,,Living Characters,1,"1995, June",1995
260400,Percival Pill (New Earth),\/wiki\/Percival_Pill_(New_Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,1,"1995, May",1995
192242,Pierce I (New Earth),\/wiki\/Pierce_I_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,1,1995,1995
192258,Piton I (New Earth),\/wiki\/Piton_I_(New_Earth),,Bad Characters,,Blond Hair,Female Characters,,Living Characters,1,"1995, February",1995
192299,Prince Inferno (New Earth),\/wiki\/Prince_Inferno_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,1,"1995, July",1995
127986,Steven Kernahan (New Earth),\/wiki\/Steven_Kernahan_(New_Earth),,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,1,"1995, October",1995
129937,Thomas Raymond Chatham (New Earth),\/wiki\/Thomas_Raymond_Chatham_(New_Earth),Public Identity,,Green Eyes,Brown Hair,Male Characters,,Deceased Characters,1,"1995, July",1995
172063,Backstabber (New Earth),\/wiki\/Backstabber_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,1,"1994, April",1994
183489,Blowout (New Earth),\/wiki\/Blowout_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,"1994, December",1994
344900,Braka (New Earth),\/wiki\/Braka_(New_Earth),,Good Characters,,,Female Characters,,Living Characters,1,"1994, September",1994
196513,Chillblaine II (New Earth),\/wiki\/Chillblaine_II_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,"1994, March",1994
127952,Daniel Paoulo (New Earth),\/wiki\/Daniel_Paoulo_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,1,"1994, May",1994
296542,Druu (New Earth),\/wiki\/Druu_(New_Earth),Public Identity,Good Characters,,Green Hair,Male Characters,,Living Characters,1,"1994, October",1994
186182,Firepower (New Earth),\/wiki\/Firepower_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,1,"1994, May",1994
186251,Freelance (New Earth),\/wiki\/Freelance_(New_Earth),,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,"1994, December",1994
344580,Helen (New Earth),\/wiki\/Helen_(New_Earth),,Good Characters,,Brown Hair,Female Characters,,Living Characters,1,"1994, September",1994
186955,Hotspot (New Earth),\/wiki\/Hotspot_(New_Earth),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,1,"1994, September",1994
344318,Jocasta of Themyscira (New Earth),\/wiki\/Jocasta_of_Themyscira_(New_Earth),,Good Characters,,Black Hair,Female Characters,,Living Characters,1,"1994, September",1994
304341,Kkrudd (New Earth),\/wiki\/Kkrudd_(New_Earth),,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,1,"1994, March",1994
344901,Lartys (New Earth),\/wiki\/Lartys_(New_Earth),,Good Characters,,,Female Characters,,Living Characters,1,"1994, September",1994
345377,Mala of Bana-Mighdall (New Earth),\/wiki\/Mala_of_Bana-Mighdall_(New_Earth),,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,1,"1994, October",1994
82046,Mark Armstrong (New Earth),\/wiki\/Mark_Armstrong_(New_Earth),,Good Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,1,"1994, December",1994
288911,Mary Harper (New Earth),\/wiki\/Mary_Harper_(New_Earth),Public Identity,Good Characters,,Grey Hair,Female Characters,,Deceased Characters,1,"1994, November",1994
285590,Merritz (New Earth),\/wiki\/Merritz_(New_Earth),Public Identity,Bad Characters,,Red Hair,Male Characters,,Deceased Characters,1,"1994, May",1994
246537,Nera (New Earth),\/wiki\/Nera_(New_Earth),,Good Characters,,,,,Living Characters,1,"1994, January",1994
142374,Ohm (New Earth),\/wiki\/Ohm_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,"1994, May",1994
344907,Patrice (New Earth),\/wiki\/Patrice_(New_Earth),,Good Characters,,,Female Characters,,Living Characters,1,"1994, December",1994
344906,Penelope II (New Earth),\/wiki\/Penelope_II_(New_Earth),,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,"1994, November",1994
